video,frame,time_s,center_x_px,center_y_px,axis1_x_px,axis1_y_px,axis2_x_px,axis2_y_px,x_GT,y_GT,theta_GT,x_cm,y_cm,theta,detected,position_error_cm,orientation_error_deg
bug_clip6.mp4,1061,35.36666666666667,860,998,817,967,901,1027,28.79131652661058,1.6659663865546182,35.53767779197438,28.40686274509797,1.7514005602240856,36.279541015625,1,0.39383208115887275,0.7418632236506184
bug_clip6.mp4,1094,36.46666666666667,857,984,827,1031,880,948,28.66316526610638,2.2640056022408914,122.56043798115344,28.57773109243691,2.349439775910359,122.8950653076172,1,0.12082216709350055,0.33462732646376026
bug_clip6.mp4,1489,49.63333333333333,788,874,737,863,836,886,25.715686274509743,6.962885154061609,13.07912378006682,25.50210084033608,6.877450980392141,5.630790710449219,1,0.23003855268571102,7.4483330696176
bug_clip6.mp4,1552,51.73333333333333,844,974,800,1000,887,951,28.10784313725484,2.6911764705882293,150.61098853367966,27.851540616246435,2.4348739495798264,150.96957397460938,1,0.36246650128049945,0.35858544092971556
bug_clip6.mp4,1619,53.96666666666667,889,343,890,293,886,391,30.03011204481786,29.64565826330525,92.33730585912382,29.81652661064419,29.389355742296853,93.65290832519533,1,0.3336311136066521,1.3156024660715104
bug_clip6.mp4,1647,54.9,887,335,862,377,908,296,29.9446778711484,29.987394957983124,119.59229635935796,29.68837535013999,29.517507002801054,113.63651275634766,1,0.5352435639038123,5.955783603010303
bug_clip6.mp4,2023,67.43333333333334,877,321,834,343,926,299,29.517507002801054,30.5854341736694,154.44003482817618,,,,0,,
bug_clip5.mp4,700,23.33333333333333,462,395,421,374,497,415,11.431340872374795,30.10581583198707,28.345693623076677,11.28352180936995,30.05654281098545,37.00071334838867,1,0.15581497356241622,8.655019725311995
bug_clip5.mp4,1073,35.766666666666666,533,844,522,804,541,880,14.929725363489496,7.982229402261711,75.96375653207353,14.78190630048465,7.834410339256864,81.15763854980469,1,0.2090477236787374,5.1938820177311555
bug_clip6.mp4,2350,78.33333333333333,845,425,796,449,890,405,28.15056022408957,26.14285714285709,154.9164059938091,28.02240896358537,25.929271708683416,151.1807098388672,1,0.24908127842126532,3.7356961549419054
bug_clip6.mp4,2376,79.2,661,316,610,299,701,329,20.290616246498555,30.799019607843068,18.24585452757825,20.16246498599435,30.542717086834664,19.798416137695312,1,0.2865549298896807,1.5525616101170634
